20260128;kariyertv;Gunluk Hedef Dashboard;14328;PowerBIServer;PowerBI
20260110;kariyertv;Gunluk Hedef Dashboard;14327;PowerBIServer;PowerBI
20260121;kariyertv;Gunluk Hedef Dashboard;14326;PowerBIServer;PowerBI
20260116;kariyertv;Gunluk Hedef Dashboard;14323;PowerBIServer;PowerBI
20260115;kariyertv;Gunluk Hedef Dashboard;14322;PowerBIServer;PowerBI
20260122;kariyertv;Gunluk Hedef Dashboard;14320;PowerBIServer;PowerBI
20260307;kariyertv;Gunluk Hedef Dashboard;14318;PowerBIServer;PowerBI
20260318;kariyertv;Gunluk Hedef Dashboard;14316;PowerBIServer;PowerBI
20260129;kariyertv;Gunluk Hedef Dashboard;14314;PowerBIServer;PowerBI
20260109;kariyertv;Gunluk Hedef Dashboard;14306;PowerBIServer;PowerBI
20260108;kariyertv;Gunluk Hedef Dashboard;14296;PowerBIServer;PowerBI
20260130;kariyertv;Gunluk Hedef Dashboard;14250;PowerBIServer;PowerBI
20260131;kariyertv;Gunluk Hedef Dashboard;13901;PowerBIServer;PowerBI
20260224;kariyertv;Gunluk Hedef Dashboard;13885;PowerBIServer;PowerBI
20260120;kariyertv;Gunluk Hedef Dashboard;13741;PowerBIServer;PowerBI
20260316;kariyertv;Gunluk Hedef Dashboard;13704;PowerBIServer;PowerBI
20260227;kariyertv;Gunluk Hedef Dashboard;13580;PowerBIServer;PowerBI
20260317;kariyertv;Gunluk Hedef Dashboard;13564;PowerBIServer;PowerBI
20260217;kariyertv;Gunluk Hedef Dashboard;13536;PowerBIServer;PowerBI
20260223;kariyertv;Gunluk Hedef Dashboard;13494;PowerBIServer;PowerBI
20260104;kariyertv;Gunluk Hedef Dashboard;13445;PowerBIServer;PowerBI
20260209;kariyertv;Gunluk Hedef Dashboard;13390;PowerBIServer;PowerBI
20260111;kariyertv;Gunluk Hedef Dashboard;13352;PowerBIServer;PowerBI
20260401;kariyertv;Gunluk Hedef Dashboard;13347;PowerBIServer;PowerBI
20260117;kariyertv;Gunluk Hedef Dashboard;13161;PowerBIServer;PowerBI
20260323;kariyertv;Gunluk Hedef Dashboard;13099;PowerBIServer;PowerBI
20260202;kariyertv;Gunluk Hedef Dashboard;13038;PowerBIServer;PowerBI
20260208;kariyertv;Gunluk Hedef Dashboard;13018;PowerBIServer;PowerBI
20260106;kariyertv;Gunluk Hedef Dashboard;12969;PowerBIServer;PowerBI
20260201;kariyertv;Gunluk Hedef Dashboard;12904;PowerBIServer;PowerBI
20260219;kariyertv;Gunluk Hedef Dashboard;12887;PowerBIServer;PowerBI
20260112;kariyertv;Gunluk Hedef Dashboard;12874;PowerBIServer;PowerBI
20260313;kariyertv;Gunluk Hedef Dashboard;12856;PowerBIServer;PowerBI
20260113;kariyertv;Gunluk Hedef Dashboard;12697;PowerBIServer;PowerBI
20260105;kariyertv;Gunluk Hedef Dashboard;12655;PowerBIServer;PowerBI
20260216;kariyertv;Gunluk Hedef Dashboard;12637;PowerBIServer;PowerBI
20260302;kariyertv;Gunluk Hedef Dashboard;12610;PowerBIServer;PowerBI
20260402;kariyertv;Gunluk Hedef Dashboard;12510;PowerBIServer;PowerBI
20260319;kariyertv;Gunluk Hedef Dashboard;12451;PowerBIServer;PowerBI
20260210;kariyertv;Gunluk Hedef Dashboard;12382;PowerBIServer;PowerBI
20260308;kariyertv;Gunluk Hedef Dashboard;12362;PowerBIServer;PowerBI
20260220;kariyertv;Gunluk Hedef Dashboard;12170;PowerBIServer;PowerBI
20260330;kariyertv;Gunluk Hedef Dashboard;12166;PowerBIServer;PowerBI
20260119;kariyertv;Gunluk Hedef Dashboard;12159;PowerBIServer;PowerBI
20260107;kariyertv;Gunluk Hedef Dashboard;11944;PowerBIServer;PowerBI
20260218;kariyertv;Gunluk Hedef Dashboard;11806;PowerBIServer;PowerBI
20260305;kariyertv;Gunluk Hedef Dashboard;11668;PowerBIServer;PowerBI
20260118;kariyertv;Gunluk Hedef Dashboard;11661;PowerBIServer;PowerBI
20260314;kariyertv;Gunluk Hedef Dashboard;11468;PowerBIServer;PowerBI
20260315;kariyertv;Gunluk Hedef Dashboard;11468;PowerBIServer;PowerBI
20260222;kariyertv;Gunluk Hedef Dashboard;11468;PowerBIServer;PowerBI
20260215;kariyertv;Gunluk Hedef Dashboard;11467;PowerBIServer;PowerBI
20260221;kariyertv;Gunluk Hedef Dashboard;11466;PowerBIServer;PowerBI
20260214;kariyertv;Gunluk Hedef Dashboard;11462;PowerBIServer;PowerBI
20260226;kariyertv;Gunluk Hedef Dashboard;11457;PowerBIServer;PowerBI
20260310;kariyertv;Gunluk Hedef Dashboard;11447;PowerBIServer;PowerBI
20260211;kariyertv;Gunluk Hedef Dashboard;11154;PowerBIServer;PowerBI
20260303;kariyertv;Gunluk Hedef Dashboard;10786;PowerBIServer;PowerBI
20260225;kariyertv;Gunluk Hedef Dashboard;10412;PowerBIServer;PowerBI
20260212;kariyertv;Gunluk Hedef Dashboard;10348;PowerBIServer;PowerBI
20260309;kariyertv;Gunluk Hedef Dashboard;10312;PowerBIServer;PowerBI
20260320;kariyertv;Gunluk Hedef Dashboard;10030;PowerBIServer;PowerBI
20260304;kariyertv;Gunluk Hedef Dashboard;10016;PowerBIServer;PowerBI
20260213;kariyertv;Gunluk Hedef Dashboard;9694;PowerBIServer;PowerBI
20260321;kariyertv;Gunluk Hedef Dashboard;8299;PowerBIServer;PowerBI
20260322;kariyertv;Gunluk Hedef Dashboard;7167;PowerBIServer;PowerBI
20260329;kariyertv;Gunluk Hedef Dashboard;6019;PowerBIServer;PowerBI
20260107;kariyertv;K-Board;2880;PowerBIServer;PowerBI
20260106;kariyertv;K-Board;2880;PowerBIServer;PowerBI
20260105;kariyertv;K-Board;2880;PowerBIServer;PowerBI
20260104;kariyertv;K-Board;2880;PowerBIServer;PowerBI
20260103;kariyertv;K-Board;2880;PowerBIServer;PowerBI
20260109;kariyertv;K-Board;2878;PowerBIServer;PowerBI
20260108;kariyertv;K-Board;2877;PowerBIServer;PowerBI
20260110;kariyertv;K-Board;2361;PowerBIServer;PowerBI
20260324;kariyertv;K-Board;2318;PowerBIServer;PowerBI
20260325;kariyertv;K-Board;2188;PowerBIServer;PowerBI
20260326;kariyertv;K-Board;1965;PowerBIServer;PowerBI
20260323;kariyertv;K-Board;1923;PowerBIServer;PowerBI
20260102;kariyertv;K-Board;1801;PowerBIServer;PowerBI
20260201;kariyertv;K-Board;1426;PowerBIServer;PowerBI
20260131;kariyertv;K-Board;1426;PowerBIServer;PowerBI
20260130;kariyertv;K-Board;1425;PowerBIServer;PowerBI
20260128;kariyertv;K-Board;1425;PowerBIServer;PowerBI
20260129;kariyertv;K-Board;1424;PowerBIServer;PowerBI
20260202;kariyertv;K-Board;1420;PowerBIServer;PowerBI
20260329;kariyertv;K-Board;1414;PowerBIServer;PowerBI
20260328;kariyertv;K-Board;1410;PowerBIServer;PowerBI
20260327;kariyertv;K-Board;1408;PowerBIServer;PowerBI
20260127;kariyertv;K-Board;908;PowerBIServer;PowerBI
20260106;asli.tuna;Verimlilik Raporu;552;PowerBIServer;Report
20260303;asli.tuna;Verimlilik Raporu;547;PowerBIServer;Report
20260323;asli.tuna;Verimlilik Raporu;543;PowerBIServer;Report
20260219;asli.tuna;Verimlilik Raporu;533;PowerBIServer;Report
20260113;asli.tuna;Verimlilik Raporu;527;PowerBIServer;Report
20260112;asli.tuna;Verimlilik Raporu;519;PowerBIServer;Report
20260203;kariyertv;K-Board;508;PowerBIServer;PowerBI
20260126;asli.tuna;Verimlilik Raporu;501;PowerBIServer;Report
20260119;asli.tuna;Verimlilik Raporu;477;PowerBIServer;Report
20260223;asli.tuna;Verimlilik Raporu;460;PowerBIServer;Report
20260218;asli.tuna;Verimlilik Raporu;457;PowerBIServer;Report
20260209;asli.tuna;Verimlilik Raporu;451;PowerBIServer;Report
20260127;asli.tuna;Verimlilik Raporu;439;PowerBIServer;Report
20260210;asli.tuna;Verimlilik Raporu;437;PowerBIServer;Report
20260224;asli.tuna;Verimlilik Raporu;431;PowerBIServer;Report
20260203;asli.tuna;Verimlilik Raporu;421;PowerBIServer;Report
20260310;asli.tuna;Verimlilik Raporu;421;PowerBIServer;Report
20260316;asli.tuna;Verimlilik Raporu;420;PowerBIServer;Report
20260105;asli.tuna;Verimlilik Raporu;415;PowerBIServer;Report
20260302;asli.tuna;Verimlilik Raporu;408;PowerBIServer;Report
20260304;asli.tuna;Verimlilik Raporu;401;PowerBIServer;Report
20260327;asli.tuna;Verimlilik Raporu;400;PowerBIServer;Report
20260318;asli.tuna;Verimlilik Raporu;393;PowerBIServer;Report
20260302;KNSVM\powerbi;Basvuru Cevaplama Raporu (ISO) (R002);392;PowerBIServer;Report
20260128;asli.tuna;Verimlilik Raporu;391;PowerBIServer;Report
20260331;asli.tuna;Verimlilik Raporu;387;PowerBIServer;Report
20260212;asli.tuna;Verimlilik Raporu;385;PowerBIServer;Report
20260122;asli.tuna;Verimlilik Raporu;380;PowerBIServer;Report
20260205;asli.tuna;Verimlilik Raporu;371;PowerBIServer;Report
20260206;asli.tuna;Verimlilik Raporu;369;PowerBIServer;Report
20260216;asli.tuna;Verimlilik Raporu;368;PowerBIServer;Report
20260213;asli.tuna;Verimlilik Raporu;367;PowerBIServer;Report
20260105;KNSVM\powerbi;Basvuru Cevaplama Raporu (ISO) (R002);364;PowerBIServer;Report
20260120;asli.tuna;Verimlilik Raporu;363;PowerBIServer;Report
20260220;asli.tuna;Verimlilik Raporu;362;PowerBIServer;Report
20260312;asli.tuna;Verimlilik Raporu;359;PowerBIServer;Report
20260202;KNSVM\powerbi;Basvuru Cevaplama Raporu (ISO) (R002);352;PowerBIServer;Report
20260202;asli.tuna;Verimlilik Raporu;349;PowerBIServer;Report
20260306;asli.tuna;Verimlilik Raporu;347;PowerBIServer;Report
20260226;asli.tuna;Verimlilik Raporu;337;PowerBIServer;Report
20260116;asli.tuna;Verimlilik Raporu;337;PowerBIServer;Report
20260317;asli.tuna;Verimlilik Raporu;324;PowerBIServer;Report
20260130;asli.tuna;Verimlilik Raporu;311;PowerBIServer;Report
20260323;KNSVM\powerbi;Basvuru Cevaplama Raporu (ISO) (R002);310;PowerBIServer;Report
20260316;KNSVM\powerbi;Basvuru Cevaplama Raporu (ISO) (R002);307;PowerBIServer;Report
20260129;asli.tuna;Verimlilik Raporu;306;PowerBIServer;Report
20260309;KNSVM\powerbi;Basvuru Cevaplama Raporu (ISO) (R002);306;PowerBIServer;Report
20260330;KNSVM\powerbi;Basvuru Cevaplama Raporu (ISO) (R002);305;PowerBIServer;Report
20260223;KNSVM\powerbi;Basvuru Cevaplama Raporu (ISO) (R002);298;PowerBIServer;Report
20260311;asli.tuna;Verimlilik Raporu;298;PowerBIServer;Report
20260216;KNSVM\powerbi;Basvuru Cevaplama Raporu (ISO) (R002);294;PowerBIServer;Report
20260209;KNSVM\powerbi;Basvuru Cevaplama Raporu (ISO) (R002);292;PowerBIServer;Report
20260126;KNSVM\powerbi;Basvuru Cevaplama Raporu (ISO) (R002);286;PowerBIServer;Report
20260119;KNSVM\powerbi;Basvuru Cevaplama Raporu (ISO) (R002);283;PowerBIServer;Report
20260112;KNSVM\powerbi;Basvuru Cevaplama Raporu (ISO) (R002);280;PowerBIServer;Report
20260107;asli.tuna;Verimlilik Raporu;277;PowerBIServer;Report
20260114;asli.tuna;Verimlilik Raporu;269;PowerBIServer;Report
20260325;asli.tuna;Verimlilik Raporu;264;PowerBIServer;Report
20260102;asli.tuna;Verimlilik Raporu;261;PowerBIServer;Report
20260227;asli.tuna;Verimlilik Raporu;259;PowerBIServer;Report
20260324;asli.tuna;Verimlilik Raporu;258;PowerBIServer;Report
20260401;asli.tuna;Verimlilik Raporu;250;PowerBIServer;Report
20260108;asli.tuna;Verimlilik Raporu;249;PowerBIServer;Report
20260121;asli.tuna;Verimlilik Raporu;240;PowerBIServer;Report
20260402;asli.tuna;Verimlilik Raporu;225;PowerBIServer;Report
20260319;asli.tuna;Verimlilik Raporu;212;PowerBIServer;Report
20260330;asli.tuna;Verimlilik Raporu;209;PowerBIServer;Report
20260123;asli.tuna;Verimlilik Raporu;201;PowerBIServer;Report
20260211;asli.tuna;Verimlilik Raporu;196;PowerBIServer;Report
20260115;asli.tuna;Verimlilik Raporu;187;PowerBIServer;Report
20260130;elifs;Canlı İKÇO Dashboard;179;PowerBIServer;PowerBI
20260309;asli.tuna;Verimlilik Raporu;176;PowerBIServer;Report
20260401;zeycan.fazla;Canlı İKÇO Dashboard;174;PowerBIServer;PowerBI
20260305;asli.tuna;Verimlilik Raporu;170;PowerBIServer;Report
20260114;elifs;Canlı İKÇO Dashboard;168;PowerBIServer;PowerBI
20260316;erhan.cinali;Canlı İKÇO Dashboard;166;PowerBIServer;PowerBI
20260120;elifs;Canlı İKÇO Dashboard;163;PowerBIServer;PowerBI
20260126;elifs;Canlı İKÇO Dashboard;162;PowerBIServer;PowerBI
20260113;elifs;Canlı İKÇO Dashboard;162;PowerBIServer;PowerBI
20260225;asli.tuna;Verimlilik Raporu;161;PowerBIServer;Report
20260127;elifs;Canlı İKÇO Dashboard;156;PowerBIServer;PowerBI
20260306;elifs;Canlı İKÇO Dashboard;155;PowerBIServer;PowerBI
20260122;elifs;Canlı İKÇO Dashboard;154;PowerBIServer;PowerBI
20260313;asli.tuna;Verimlilik Raporu;151;PowerBIServer;Report
20260326;elifs;Canlı İKÇO Dashboard;148;PowerBIServer;PowerBI
20260116;elifs;Canlı İKÇO Dashboard;148;PowerBIServer;PowerBI
20260128;elifs;Canlı İKÇO Dashboard;147;PowerBIServer;PowerBI
20260317;elifs;Canlı İKÇO Dashboard;145;PowerBIServer;PowerBI
20260203;elifs;Canlı İKÇO Dashboard;145;PowerBIServer;PowerBI
20260220;elifs;Canlı İKÇO Dashboard;144;PowerBIServer;PowerBI
20260325;elifs;Canlı İKÇO Dashboard;142;PowerBIServer;PowerBI
20260331;zeycan.fazla;Canlı İKÇO Dashboard;142;PowerBIServer;PowerBI
20260204;elifs;Canlı İKÇO Dashboard;142;PowerBIServer;PowerBI
20260316;zeycan.fazla;Canlı İKÇO Dashboard;139;PowerBIServer;PowerBI
20260225;elifs;Canlı İKÇO Dashboard;139;PowerBIServer;PowerBI
20260205;elifs;Canlı İKÇO Dashboard;139;PowerBIServer;PowerBI
20260330;elifa;Canlı İKÇO Dashboard;138;PowerBIServer;PowerBI
20260327;elifs;Canlı İKÇO Dashboard;138;PowerBIServer;PowerBI
20260224;elifs;Canlı İKÇO Dashboard;138;PowerBIServer;PowerBI
20260227;elifa;Canlı İKÇO Dashboard;138;PowerBIServer;PowerBI
20260331;elifs;Canlı İKÇO Dashboard;136;PowerBIServer;PowerBI
20260309;elifs;Canlı İKÇO Dashboard;136;PowerBIServer;PowerBI
20260330;elifs;Canlı İKÇO Dashboard;135;PowerBIServer;PowerBI
20260312;elifs;Canlı İKÇO Dashboard;134;PowerBIServer;PowerBI
20260211;elifs;Canlı İKÇO Dashboard;131;PowerBIServer;PowerBI
20260123;elifs;Canlı İKÇO Dashboard;128;PowerBIServer;PowerBI
20260324;elifs;Canlı İKÇO Dashboard;128;PowerBIServer;PowerBI
20260327;elifa;Canlı İKÇO Dashboard;127;PowerBIServer;PowerBI
20260121;elifs;Canlı İKÇO Dashboard;127;PowerBIServer;PowerBI
20260224;elifa;Canlı İKÇO Dashboard;126;PowerBIServer;PowerBI
20260305;elifs;Canlı İKÇO Dashboard;126;PowerBIServer;PowerBI
20260219;elifs;Canlı İKÇO Dashboard;125;PowerBIServer;PowerBI
20260313;elifs;Canlı İKÇO Dashboard;125;PowerBIServer;PowerBI
20260318;elifs;Canlı İKÇO Dashboard;125;PowerBIServer;PowerBI
20260226;elifs;Canlı İKÇO Dashboard;125;PowerBIServer;PowerBI
20260223;elifs;Canlı İKÇO Dashboard;124;PowerBIServer;PowerBI
20260216;nazan.atav;Aylık Churn;123;PowerBIServer;PowerBI
20260323;zeycan.fazla;Canlı İKÇO Dashboard;120;PowerBIServer;PowerBI
20260213;elifs;Canlı İKÇO Dashboard;118;PowerBIServer;PowerBI
20260219;elifa;Canlı İKÇO Dashboard;118;PowerBIServer;PowerBI
20260227;zeycan.fazla;Canlı İKÇO Dashboard;118;PowerBIServer;PowerBI
20260218;elifs;Canlı İKÇO Dashboard;117;PowerBIServer;PowerBI
20260129;elifs;Canlı İKÇO Dashboard;117;PowerBIServer;PowerBI
20260106;elifs;Canlı İKÇO Dashboard;117;PowerBIServer;PowerBI
20260108;elifs;Canlı İKÇO Dashboard;116;PowerBIServer;PowerBI
20260115;elifs;Canlı İKÇO Dashboard;116;PowerBIServer;PowerBI
20260119;elifs;Canlı İKÇO Dashboard;113;PowerBIServer;PowerBI
20260217;elifs;Canlı İKÇO Dashboard;112;PowerBIServer;PowerBI
20260107;elifs;Canlı İKÇO Dashboard;112;PowerBIServer;PowerBI
20260311;elifs;Canlı İKÇO Dashboard;112;PowerBIServer;PowerBI
20260401;deniz.karakaya;Canlı İKÇO Dashboard;109;PowerBIServer;PowerBI
20260316;elifs;Canlı İKÇO Dashboard;109;PowerBIServer;PowerBI
20260227;elifs;Canlı İKÇO Dashboard;108;PowerBIServer;PowerBI
20260310;elifs;Canlı İKÇO Dashboard;108;PowerBIServer;PowerBI
20260303;elifs;Canlı İKÇO Dashboard;107;PowerBIServer;PowerBI
20260326;elifa;Canlı İKÇO Dashboard;105;PowerBIServer;PowerBI
20260210;elifs;Canlı İKÇO Dashboard;103;PowerBIServer;PowerBI
20260325;elifa;Canlı İKÇO Dashboard;102;PowerBIServer;PowerBI
20260323;erhan.cinali;Canlı İKÇO Dashboard;102;PowerBIServer;PowerBI
20260226;erhan.cinali;Canlı İKÇO Dashboard;102;PowerBIServer;PowerBI
20260102;elifs;Canlı İKÇO Dashboard;99;PowerBIServer;PowerBI
20260324;erhan.cinali;Canlı İKÇO Dashboard;99;PowerBIServer;PowerBI
20260225;erhan.cinali;Canlı İKÇO Dashboard;99;PowerBIServer;PowerBI
20260204;mertcan.bayramoglu;Basvuru Cevaplama Raporu (ISO) (R002);99;PowerBIServer;Report
20260303;edanur.beyazit;Verimlilik Raporu;99;PowerBIServer;Report
20260304;elifs;Canlı İKÇO Dashboard;99;PowerBIServer;PowerBI
20260212;elifs;Canlı İKÇO Dashboard;97;PowerBIServer;PowerBI
20260313;erhan.cinali;Canlı İKÇO Dashboard;97;PowerBIServer;PowerBI
20260327;zeycan.fazla;Canlı İKÇO Dashboard;96;PowerBIServer;PowerBI
20260331;basak.mutan;Canlı İKÇO Dashboard;95;PowerBIServer;PowerBI
20260323;ebru.biyikoglu;Verimlilik Raporu;94;PowerBIServer;Report
20260112;edanur.beyazit;Verimlilik Raporu;93;PowerBIServer;Report
20260223;erhan.cinali;Canlı İKÇO Dashboard;93;PowerBIServer;PowerBI
20260318;elifa;Canlı İKÇO Dashboard;92;PowerBIServer;PowerBI
20260317;elifa;Canlı İKÇO Dashboard;92;PowerBIServer;PowerBI
20260226;elifa;Canlı İKÇO Dashboard;92;PowerBIServer;PowerBI
20260227;erhan.cinali;Canlı İKÇO Dashboard;92;PowerBIServer;PowerBI
20260112;elifa;Canlı İKÇO Dashboard;90;PowerBIServer;PowerBI
20260119;zeycan.fazla;Canlı İKÇO Dashboard;90;PowerBIServer;PowerBI
20260217;elifa;Canlı İKÇO Dashboard;88;PowerBIServer;PowerBI
20260109;ozge.keles;Verimlilik Raporu;88;PowerBIServer;Report
20260330;basak.mutan;Canlı İKÇO Dashboard;87;PowerBIServer;PowerBI
20260323;elifs;Canlı İKÇO Dashboard;87;PowerBIServer;PowerBI
20260327;basak.mutan;Canlı İKÇO Dashboard;86;PowerBIServer;PowerBI
20260302;erhan.cinali;Canlı İKÇO Dashboard;86;PowerBIServer;PowerBI
20260108;elifa;Canlı İKÇO Dashboard;85;PowerBIServer;PowerBI
20260109;elifa;Canlı İKÇO Dashboard;85;PowerBIServer;PowerBI
20260330;erhan.cinali;Canlı İKÇO Dashboard;85;PowerBIServer;PowerBI
20260325;erhan.cinali;Canlı İKÇO Dashboard;85;PowerBIServer;PowerBI
20260318;zeycan.fazla;Canlı İKÇO Dashboard;85;PowerBIServer;PowerBI
20260316;elifa;Canlı İKÇO Dashboard;84;PowerBIServer;PowerBI
20260109;basak.mutan;Canlı İKÇO Dashboard;83;PowerBIServer;PowerBI
20260401;elifs;Canlı İKÇO Dashboard;83;PowerBIServer;PowerBI
20260319;zeycan.fazla;Canlı İKÇO Dashboard;83;PowerBIServer;PowerBI
20260309;elifa;Canlı İKÇO Dashboard;82;PowerBIServer;PowerBI
20260217;busra.sengun;Researcher Verimlilik Raporu (Canlı);81;PowerBIServer;PowerBI
20260327;erhan.cinali;Canlı İKÇO Dashboard;81;PowerBIServer;PowerBI
20260115;elifa;Canlı İKÇO Dashboard;81;PowerBIServer;PowerBI
20260303;erhan.cinali;Canlı İKÇO Dashboard;81;PowerBIServer;PowerBI
20260127;ebru.biyikoglu;Verimlilik Raporu;80;PowerBIServer;Report
20260112;zeycan.fazla;Canlı İKÇO Dashboard;80;PowerBIServer;PowerBI
20260331;erhan.cinali;Canlı İKÇO Dashboard;80;PowerBIServer;PowerBI
20260402;elifs;Canlı İKÇO Dashboard;80;PowerBIServer;PowerBI
20260323;melisa.akmantar;Verimlilik Raporu;80;PowerBIServer;Report
20260122;yagmur.taskin;Canlı İKÇO Dashboard;80;PowerBIServer;PowerBI
20260318;ozge.keles;Verimlilik Raporu;79;PowerBIServer;Report
20260121;yagmur.taskin;Canlı İKÇO Dashboard;79;PowerBIServer;PowerBI
20260309;edanur.beyazit;Verimlilik Raporu;78;PowerBIServer;Report
20260309;zeycan.fazla;Canlı İKÇO Dashboard;78;PowerBIServer;PowerBI
20260310;busra.sengun;Researcher Verimlilik Raporu (Canlı);78;PowerBIServer;PowerBI
20260310;ozge.keles;Verimlilik Raporu;78;PowerBIServer;Report
20260216;zeycan.fazla;Canlı İKÇO Dashboard;77;PowerBIServer;PowerBI
20260206;yagmur.taskin;Canlı İKÇO Dashboard;77;PowerBIServer;PowerBI
20260210;edanur.beyazit;Verimlilik Raporu;77;PowerBIServer;Report
20260213;elifa;Canlı İKÇO Dashboard;76;PowerBIServer;PowerBI
20260218;elifa;Canlı İKÇO Dashboard;76;PowerBIServer;PowerBI
20260123;sinem.can;Canlı İKÇO Dashboard;76;PowerBIServer;PowerBI
20260112;ebru.biyikoglu;Verimlilik Raporu;76;PowerBIServer;Report
20260106;ebru.biyikoglu;Verimlilik Raporu;76;PowerBIServer;Report
20260318;edanur.beyazit;Verimlilik Raporu;76;PowerBIServer;Report
20260116;busra.sengun;Researcher Verimlilik Raporu (Canlı);76;PowerBIServer;PowerBI
20260326;erhan.cinali;Canlı İKÇO Dashboard;75;PowerBIServer;PowerBI
20260316;mine.kaloglu;Canlı İKÇO Dashboard;75;PowerBIServer;PowerBI
20260223;busra.sengun;Researcher Verimlilik Raporu (Canlı);75;PowerBIServer;PowerBI
20260305;melisa.akmantar;Verimlilik Raporu;75;PowerBIServer;Report
20260220;elifa;Canlı İKÇO Dashboard;74;PowerBIServer;PowerBI
20260126;basak.mutan;Canlı İKÇO Dashboard;74;PowerBIServer;PowerBI
20260326;basak.mutan;Canlı İKÇO Dashboard;74;PowerBIServer;PowerBI
20260330;zeycan.fazla;Canlı İKÇO Dashboard;74;PowerBIServer;PowerBI
20260303;busra.sengun;Researcher Verimlilik Raporu (Canlı);74;PowerBIServer;PowerBI
20260331;elifa;Canlı İKÇO Dashboard;73;PowerBIServer;PowerBI
20260119;ebru.biyikoglu;Verimlilik Raporu;73;PowerBIServer;Report
20260303;tugce.caglar;Verimlilik Raporu;73;PowerBIServer;Report
20260109;busra.sengun;Researcher Verimlilik Raporu (Canlı);72;PowerBIServer;PowerBI
20260302;busra.sengun;Researcher Verimlilik Raporu (Canlı);72;PowerBIServer;PowerBI
20260209;yagmur.taskin;Canlı İKÇO Dashboard;72;PowerBIServer;PowerBI
20260209;busra.sengun;Researcher Verimlilik Raporu (Canlı);72;PowerBIServer;PowerBI
20260216;gbulut;Canlı İKÇO Dashboard;71;PowerBIServer;PowerBI
20260202;busra.sengun;Researcher Verimlilik Raporu (Canlı);71;PowerBIServer;PowerBI
20260316;busra.sengun;Researcher Verimlilik Raporu (Canlı);71;PowerBIServer;PowerBI
20260119;busra.sengun;Researcher Verimlilik Raporu (Canlı);71;PowerBIServer;PowerBI
20260113;edanur.beyazit;Verimlilik Raporu;71;PowerBIServer;Report
20260311;edanur.beyazit;Verimlilik Raporu;71;PowerBIServer;Report
20260216;elifs;Canlı İKÇO Dashboard;70;PowerBIServer;PowerBI
20260126;yagmur.taskin;Canlı İKÇO Dashboard;70;PowerBIServer;PowerBI
20260106;basak.mutan;Canlı İKÇO Dashboard;70;PowerBIServer;PowerBI
20260204;erhan.cinali;Canlı İKÇO Dashboard;70;PowerBIServer;PowerBI
20260304;elifa;Canlı İKÇO Dashboard;70;PowerBIServer;PowerBI
20260330;busra.sengun;Researcher Verimlilik Raporu (Canlı);69;PowerBIServer;PowerBI
20260209;elifs;Canlı İKÇO Dashboard;69;PowerBIServer;PowerBI
20260120;yagmur.taskin;Canlı İKÇO Dashboard;69;PowerBIServer;PowerBI
20260305;erhan.cinali;Canlı İKÇO Dashboard;69;PowerBIServer;PowerBI
20260309;erhan.cinali;Canlı İKÇO Dashboard;69;PowerBIServer;PowerBI
20260213;zeycan.fazla;Canlı İKÇO Dashboard;68;PowerBIServer;PowerBI
20260123;sultanb;Canlı İKÇO Dashboard;68;PowerBIServer;PowerBI
