ItemID;Klasör1;Path;Name;Yetki;Tip;Hidden;SonKullanim;İlkKullanim;Kullanim;Kullanici;Ana Konu;Bu rapor neyi gösteriyor?;Ana KPI’lar;Zaman Seviyesi;Kullanılan Filtreler;Hedef Kullanıcı;Yetkili Gruplar / Kullanıcılar;Benzer Raporlar;Not
B690BA9F-5951-4583-BCEF-0A240FE5DCB1;Müşteri İlişkileri/;/Müşteri İlişkileri/Sozlesme Detayinda Kullanim;Sozlesme Detayinda Kullanim;begumu  Bi Fiyatlandırma  Bi İlk Temas Ekibi  Bi MH  BI MH Yonetim  Bi Müşteri Destek  Bi Satış  bi Satis Gelistirme  Bi Veri Güncelleme Ekibi  bisatisci  BISecurity  BUILTIN\Administrators  okan.ay;Report;0;29.12.2025;29.12.2025;1;1;;;;;;;;;
71C260AF-09A7-4772-A3D3-0AB95468B68D;Müşteri İlişkileri/;/Müşteri İlişkileri/Firma Kullanici Detay Raporu (R008);Firma Kullanici Detay Raporu (R008);Bi Fiyatlandırma  Bi Müşteri Destek  BISecurity  BUILTIN\Administrators;Report;0;NULL;NULL;1;0;;;;;;;;;
F55E0DD0-8820-45C9-849E-0B82574FC612;AZR Sorgu/;/AZR Sorgu/Eğitim Memnuniyet Anketi;Eğitim Memnuniyet Anketi;BISecurity  BUILTIN\Administrators;Dashboard;0;NULL;NULL;1;0;;;;;;;;;
CEDDA7CB-FDB3-4048-8787-0BB3D6764D31;Müşteri İlişkileri/;/Müşteri İlişkileri/Aktif Pasif Ilanlar (R005);Aktif Pasif Ilanlar (R005);Bi Müşteri Destek  BISecurity  BUILTIN\Administrators;Report;0;4.02.2026;26.03.2026;23;4;;;;;;;;;
8BB86085-840A-4001-904F-0BD8ABA0F06D;Silinen Raporlar/;/Silinen Raporlar/Hybrid Remote-KNET;Hybrid Remote-KNET;BISecurity  BUILTIN\Administrators;Dashboard;0;NULL;NULL;1;0;;;;;;;;;
641568F4-57B0-440F-BAA4-0BEC7BEFB2CF;Pazarlama ve Ürün Yönetimi/;/Pazarlama ve Ürün Yönetimi/İşveren/Değerlendirme Testi;Değerlendirme Testi;bi Arge Ekibi  Bi DegerlendirmeTesti  Bi DEM  Bi Finans  Bi Fiyatlandırma  Bi Pazarlama İşveren  bi Satis Gelistirme  Bi Ürün Geliştirme  Bi Yönetim  BISecurity  BUILTIN\Administrators  erhan.eryilmaz;Dashboard;0;30.01.2026;12.02.2026;5;3;;;;;;;;;
3DCDDECD-2413-4794-9CD1-0C32A2454870;Müşteri İlişkileri/;/Müşteri İlişkileri/Bas Getir Detay Raporu;Bas Getir Detay Raporu;Bi MH  BI MH Yonetim  BISecurity  BUILTIN\Administrators  neslihan.soylemez;Dashboard;0;30.12.2025;26.03.2026;22;5;;;;;;;;;
821A3FB9-246A-4FAB-A12C-0DF38C6D8D3A;Satış/;/Satış/Portföy Performans/Aktarilan Firmalar_Detay;Aktarilan Firmalar_Detay;barisk  Bi DEM  Bi Fiyatlandırma  Bi Kalite Ekibi  Bi Satış  bi Satis Gelistirme  Bi Teknolojisatis  bi TeleSatis  bisatisci  BISecurity  BUILTIN\Administrators  resat.akinsel  volkan.bora;Report;1;14.01.2026;26.03.2026;200;33;;;;;;;;;
EA303FC2-5FFE-4127-B832-0E3FE555D9D6;Finans/;/Finans/Değerlendirme Testleri - Finans;Değerlendirme Testleri - Finans;Bi Finans  BISecurity  BUILTIN\Administrators;Dashboard;0;3.03.2026;3.03.2026;4;1;;;;;;;;;
4E8B19A0-5392-4FD0-A516-0F51BA8AC376;Pazarlama ve Ürün Yönetimi/;/Pazarlama ve Ürün Yönetimi/Satış Geliştirme/Kalite Raporu;Kalite Raporu;Bi Kalite Ekibi  bi Satis Gelistirme  BISecurity  BUILTIN\Administrators  utku.cetin;Report;0;NULL;NULL;1;0;;;;;;;;;
BED127BE-80BD-4541-95A6-0F77150461F9;Subscriptions/;/Subscriptions/KocGrubu (R004);KocGrubu (R004);BISecurity  BUILTIN\Administrators;Report;0;NULL;NULL;NULL;0;;;;;;;;;
CFEFFF13-58E3-4FC1-B07F-1026AB8EDCA1;Satış/;/Satış/Kullanıcı Performans/Çağrı-Kalite Puanları;Çağrı-Kalite Puanları;aylink  Bi MH  Bi Müşteri Destek  Bi Satış  bi Satis Gelistirme  bi TeleSatis  Bi Veri Güncelleme Ekibi  Bi Yönetim  BISecurity  BUILTIN\Administrators  cenkk  ersinu  resat.akinsel  utku.cetin;Dashboard;0;26.12.2025;26.03.2026;1687;83;;;;;;;;;
83BFFE81-95BC-48EA-B770-105EF059E0A7;.KARİYER.NET CORE/;/.KARİYER.NET CORE/Pazar Payı-İlan;Pazar Payı-İlan;bi Arge Ekibi  Bi DEM  Bi Fiyatlandırma  Bi isinolsun  Bi Pazarlama Aday  Bi Pazarlama İşveren  bi Satis Gelistirme  Bi Ürün Geliştirme  Bi Yönetim  BISecurity  BUILTIN\Administrators;Dashboard;0;9.01.2026;24.03.2026;53;14;;;;;;;;;
A0F800D0-3AA7-4CAD-BB6E-10BD8BB4A8DC;WeConsulting/;/WeConsulting/WeBrand-Fuar ve Canlı Yayın;WeBrand-Fuar ve Canlı Yayın;aylink  Bi Pas Yönetim  Bi Webrand  BISecurity  BUILTIN\Administrators  caglayan.goksan  volkan.bora;Dashboard;1;6.01.2026;23.03.2026;13;3;;;;;;;;;
3953C7A2-4998-41FC-84F5-130B24F28969;Müşteri İlişkileri/;/Müşteri İlişkileri/Isin Olsun Aday Deneyimi;Isin Olsun Aday Deneyimi;Bi MH  BI MH Yonetim  BISecurity  BUILTIN\Administrators  busra.tuna  serif.yan;Report;0;6.02.2026;23.03.2026;22;3;;;;;;;;;
3CFF7666-31E8-4CF8-8A27-13291D529363;Model/;/Model/Techcareer.net;Techcareer.net;BISecurity  BUILTIN\Administrators;Dashboard;0;NULL;NULL;NULL;0;;;;;;;;;
C366F331-B3AC-4075-AE12-13AA7191681C;Test/;/Test/Yenilememe Risk Alarmları_durumTest;Yenilememe Risk Alarmları_durumTest;bi Satis Gelistirme  BISecurity  BUILTIN\Administrators  busenur.satir  cenkk;Dashboard;0;24.02.2026;18.03.2026;9;3;;;;;;;;;
B747B99C-20EA-4B19-84DE-13E6DCC0E6ED;Pazarlama ve Ürün Yönetimi/;/Pazarlama ve Ürün Yönetimi/İşin Olsun/Octupus - İşin Olsun;Octupus - İşin Olsun;Bi DEM  Bi isinolsun  Bi Ürün Geliştirme  BISecurity  BUILTIN\Administrators  oznur.saglam;Dashboard;0;20.02.2026;20.02.2026;1;1;;;;;;;;;
701506C4-18CB-425A-AF16-149AE39C0517;Pazarlama ve Ürün Yönetimi/;/Pazarlama ve Ürün Yönetimi/İşveren/Firmalarin CV Inceleme Durumlari_Detay;Firmalarin CV Inceleme Durumlari_Detay;Bi DEM  Bi Fiyatlandırma  BI MH Yonetim  Bi Pazarlama İşveren  Bi Satış  bi Satis Gelistirme  Bi Ürün Geliştirme  BISecurity  BUILTIN\Administrators  busra.sengun  samet.demirbas;Report;1;NULL;NULL;1;0;;;;;;;;;
027A11B9-5F95-4C20-8A38-14DCAC851C46;Silinen Raporlar/;/Silinen Raporlar/Süresi Uzatılan İlanlar;Süresi Uzatılan İlanlar;BISecurity  BUILTIN\Administrators;Dashboard;0;NULL;NULL;1;0;;;;;;;;;
DD7ED396-C890-4221-B0B2-158DF1C930E3;Müşteri İlişkileri/;/Müşteri İlişkileri/Müşteri İlişkileri Hedef Gerçekleştirme;Müşteri İlişkileri Hedef Gerçekleştirme;aylink  Bi MH  bi Satis Gelistirme  BISecurity  BUILTIN\Administrators  busra.tuna  cenkk  ece.ucar  esra.celik  rumeysa.alsan  serif.yan  utku.cetin;Dashboard;0;31.12.2025;26.03.2026;55;20;;;;;;;;;
CFB8223D-5701-4D57-A0F7-166378D0F7AB;Satış/;/Satış/Coensio Lead;Coensio Lead;Bi CoensioEkibi  Bi Fiyatlandırma  Bi Pazarlama İşveren  Bi Satış  bi TeleSatis  Bi Yönetim  bisatisci  BISecurity  BUILTIN\Administrators;Dashboard;0;13.01.2026;23.03.2026;5;5;;;;;;;;;
B60A1C54-130B-406F-8BC5-16A74AA9DC37;Pazarlama ve Ürün Yönetimi/;/Pazarlama ve Ürün Yönetimi/İşveren/Form Takip_Detay;Form Takip_Detay;Bi DEM  Bi Fiyatlandırma  BI MH Yonetim  Bi Pazarlama İşveren  Bi Satış  bi Satis Gelistirme  Bi Ürün Geliştirme  BISecurity  BUILTIN\Administrators  busra.sengun  samet.demirbas;Report;1;7.01.2026;24.03.2026;22;3;;;;;;;;;
E9DDB918-6329-4B9E-989E-176723B2839D;Satış/;/Satış/Bootcamp Mezun Adayları;Bootcamp Mezun Adayları;Bi MH  Bi Satış  bi Satis Gelistirme  bi Techkariyer  Bi Teknolojisatis  bi TeleSatis  bisatisci  BISecurity  BUILTIN\Administrators;Dashboard;0;29.12.2025;12.03.2026;3;3;;;;;;;;;
89954643-C82F-4C79-8AFA-18043896EEE2;Müşteri İlişkileri/;/Müşteri İlişkileri/Firma Alarm Raporu_Detayi;Firma Alarm Raporu_Detayi;begumu  Bi Fiyatlandırma  Bi İlk Temas Ekibi  Bi MH  BI MH Yonetim  Bi Müşteri Destek  Bi Satış  bi Satis Gelistirme  Bi Veri Güncelleme Ekibi  bisatisci  BISecurity  BUILTIN\Administrators  okan.ay;Report;1;NULL;NULL;1;0;;;;;;;;;
7890FE88-0E80-4EFF-BEA9-196FBD7904CE;Test/;/Test/Referans Dashboard;Referans Dashboard;BISecurity  BUILTIN\Administrators;Dashboard;0;NULL;NULL;1;0;;;;;;;;;
EC7050B4-176C-4A31-9922-199DEB3134D7;Pazarlama ve Ürün Yönetimi/;/Pazarlama ve Ürün Yönetimi/İşin Olsun/İşin Olsun;İşin Olsun;Bi DEM  Bi isinolsun  Bi Ürün Geliştirme  BISecurity  BUILTIN\Administrators  oznur.saglam  samet.demirbas;Dashboard;0;4.01.2026;26.03.2026;136;6;;;;;;;;;
6CEB0718-BC89-41F2-82F9-1A15D052D440;Müşteri İlişkileri/;/Müşteri İlişkileri/Müşteri İlişkileri Canlı Dashboard;Müşteri İlişkileri Canlı Dashboard;Bi Fiyatlandırma  Bi MH  BISecurity  BUILTIN\Administrators;Dashboard;0;30.12.2025;4.02.2026;2;2;;;;;;;;;
1182D34D-2BE7-4D89-9CFA-1AB68767859E;Subscriptions/;/Subscriptions/Avt ve Ilan Kullanimi (R009);Avt ve Ilan Kullanimi (R009);BISecurity  BUILTIN\Administrators;Report;0;12.03.2026;25.03.2026;59;2;;;;;;;;;
0F2C617E-12F7-42EA-BFD9-1AD1C09E5F30;Satış/;/Satış/Kullanıcı Performans/Hedef Gerceklestirme Raporu - Kirilimli_Detay2;Hedef Gerceklestirme Raporu - Kirilimli_Detay2;begumu  Bi Fiyatlandırma  Bi ik  Bi Kalite Ekibi  Bi Satış  bi Satis Gelistirme  Bi Teknolojisatis  bi TeleSatis  bisatisci  BISecurity  BUILTIN\Administrators  cenkk  okan.ay;Report;1;6.03.2026;6.03.2026;1;1;;;;;;;;;
9E8FC165-B2B0-4000-B1B6-1AF040B3F662;AZR Sorgu/;/AZR Sorgu/Bas Getir Raporu;Bas Getir Raporu;BISecurity  BUILTIN\Administrators;Dashboard;0;NULL;NULL;1;0;;;;;;;;;
2F131FAA-A918-41E1-98DE-1B455F9821CC;Silinen Raporlar/;/Silinen Raporlar/Ek Urun Gelir Raporu (Animasyon);Ek Urun Gelir Raporu (Animasyon);BISecurity  BUILTIN\Administrators;Dashboard;1;NULL;NULL;1;0;;;;;;;;;
6FA4B3C3-CF65-4C5F-8060-1B9862C45F56;Subscriptions/;/Subscriptions/Denizbank (R003);Denizbank (R003);BISecurity  BUILTIN\Administrators;Report;0;NULL;NULL;NULL;0;;;;;;;;;
C9C22A0F-896B-4A19-A2AD-1B9907D70782;Pazarlama ve Ürün Yönetimi/;/Pazarlama ve Ürün Yönetimi/İşveren/Insana Saygi Odulu Raporu (R011);Insana Saygi Odulu Raporu (R011);Bi Fiyatlandırma  Bi Pazarlama İşveren  BISecurity  BUILTIN\Administrators;Report;0;4.01.2026;16.03.2026;42;4;;;;;;;;;
CEB2C85A-C31B-4D29-A541-1CA3E4F0C274;Satış/;/Satış/Portföy Performans/Yeni Eklenen Firmalar;Yeni Eklenen Firmalar;atakan.zengin  Bi Fiyatlandırma  Bi Satış  bi Satis Gelistirme  bi TeleSatis  bisatisci  BISecurity  BUILTIN\Administrators  demets  resat.akinsel;Report;0;26.01.2026;18.03.2026;22;11;;;;;;;;;
7F98B505-3FAA-4199-A104-1CF2D0953532;Pazarlama ve Ürün Yönetimi/;/Pazarlama ve Ürün Yönetimi/Aday/Google Analytics Rakamlari Takip;Google Analytics Rakamlari Takip;Bi Pazarlama Aday  Bi Ürün Geliştirme  BISecurity  BUILTIN\Administrators;Report;1;NULL;NULL;1;0;;;;;;;;;
48CABB85-0997-42BA-8305-1D434D469336;İnsan Kaynakları ve Eğitim/;/İnsan Kaynakları ve Eğitim/Egitim Anketi Sonuclari;Egitim Anketi Sonuclari;Bi ik  BISecurity  BUILTIN\Administrators  hande.bayrak  merve.noyan;Report;0;NULL;NULL;1;0;;;;;;;;;
FB67DAAA-C010-4724-A341-1EDF1CE4BE25;Satış/;/Satış/Kullanıcı Performans/Satisci Firma Temas Raporu_Detay;Satisci Firma Temas Raporu_Detay;begumu  Bi Fiyatlandırma  Bi ik  Bi Kalite Ekibi  Bi Satış  bi Satis Gelistirme  Bi Teknolojisatis  bi TeleSatis  bisatisci  BISecurity  BUILTIN\Administrators  cenkk  okan.ay;Report;1;26.12.2025;26.03.2026;2377;109;;;;;;;;;
CCA5938E-E842-4AEE-AE53-2011FA9D97BD;Rating/;/Rating/Rate2;Rate2;\Everyone  BISecurity  BUILTIN\Administrators;Dashboard;0;NULL;NULL;1;0;;;;;;;;;
8D345AE8-88D5-4882-ABBA-202131FA0FB2;Pazarlama ve Ürün Yönetimi/;/Pazarlama ve Ürün Yönetimi/Kopilot;Kopilot;Bi CoensioEkibi  Bi DegerlendirmeTesti  Bi DEM  Bi Finalcheck  Bi Fiyatlandırma  bi HR Venue  Bi isinolsun  Bi Kalite Ekibi  Bi Pazarlama Aday  Bi Pazarlama İşveren  Bi PeopleBox  bi Satis Gelistirme  bi Techkariyer  Bi Ürün Geliştirme  BISecurity  BUILTIN\Administrators  ecolak  samet.demirbas;Dashboard;0;12.02.2026;12.02.2026;1;1;;;;;;;;;
976BB63B-EDDA-4540-A522-2105A5DA1400;Satış/;/Satış/Kullanıcı Performans/Satis Oncesi Takip;Satis Oncesi Takip;Bi Satış  bi Satis Gelistirme  Bi Yönetim  BISecurity  BUILTIN\Administrators  tayfunt;Report;0;21.01.2026;18.03.2026;24;8;;;;;;;;;
FC822E32-3B2D-4EA9-A45A-210B5E38CF9D;Pazarlama ve Ürün Yönetimi/;/Pazarlama ve Ürün Yönetimi/Aday/Pozisyon Bazli Aday Istatistikleri;Pozisyon Bazli Aday Istatistikleri;aycan.yilmaz  Bi DEM  Bi Müşteri Destek  Bi Pas Ekibi  Bi Pazarlama Aday  Bi Satış  bi TeleSatis  bisatisci  BISecurity  BUILTIN\Administrators  deniz.kanca  duygu.yuksel  gamze.kus;Report;0;NULL;NULL;1;0;;;;;;;;;
17528818-8027-4FB8-8605-219D3B425A67;Satış/;/Satış/Portföy Performans/Pasif Firma Temas Raporu;Pasif Firma Temas Raporu;Bi Fiyatlandırma  Bi Satış  bisatisci  BISecurity  BUILTIN\Administrators;Report;0;11.02.2026;24.03.2026;28;10;;;;;;;;;
99715BDF-147F-48F6-9A84-2228241B0DE3;WeConsulting/;/WeConsulting/WeHire Gelir Raporu;WeHire Gelir Raporu;ahsen.ulu  aylink  Bi Finans  Bi Fiyatlandırma  Bi ik  Bi Pas Ekibi  bi Satis Gelistirme  Bi Yönetim  BISecurity  BUILTIN\Administrators;Report;0;2.01.2026;26.03.2026;557;12;;;;;;;;;
5BEABF20-6C7F-491B-BEFB-23388E048FA6;.KARİYER.NET CORE/;/.KARİYER.NET CORE/Rekorlarımız;Rekorlarımız;bi Arge Ekibi  Bi BT  Bi CoensioEkibi  Bi DegerlendirmeTesti  Bi DEM  Bi Finans  Bi Fiyatlandırma  bi HR Venue  Bi ik  Bi İlk Temas Ekibi  Bi isinolsun  Bi Kalite Ekibi  Bi MH  BI MH Yonetim  Bi Müşteri Destek  Bi Pas Ekibi  Bi Pas Yönetim  Bi Pazarlama Aday  Bi Pazarlama İşveren  Bi PeopleBox  Bi Satış  bi Satis Gelistirme  bi Techkariyer  Bi Teknolojisatis  bi TeleSatis  Bi Ürün Geliştirme  Bi Veri Güncelleme Ekibi  Bi Webrand  Bi Yönetim  bisatisci  BISecurity  BUILTIN\Administrators;Dashboard;0;26.12.2025;26.03.2026;122;52;;;;;;;;;
0EBFCC44-25B2-45E8-99AE-23BFA3B6177B;Satış/;/Satış/Portföy Performans/Basvuru Raporu;Basvuru Raporu;Bi Satış  bi Satis Gelistirme  bi TeleSatis  bisatisci  BISecurity  BUILTIN\Administrators;Report;0;26.12.2025;26.03.2026;708;42;;;;;;;;;
3180C986-A193-4F62-B20F-24B87CAF2DA5;Pazarlama ve Ürün Yönetimi/;/Pazarlama ve Ürün Yönetimi/Aday/Aktif Aday-CV;Aktif Aday-CV;Bi DEM  Bi Fiyatlandırma  Bi Pazarlama Aday  Bi Ürün Geliştirme  Bi Yönetim  BISecurity  BUILTIN\Administrators;Dashboard;0;12.01.2026;14.02.2026;6;3;;;;;;;;;
5831DF71-07EF-4021-BCAA-25F70600525F;Pazarlama ve Ürün Yönetimi/;/Pazarlama ve Ürün Yönetimi/İşveren/Kariyer.net360 - Ürün Leadleri;Kariyer.net360 - Ürün Leadleri;Bi DEM  Bi Fiyatlandırma  Bi Pazarlama İşveren  Bi Ürün Geliştirme  BISecurity  BUILTIN\Administrators;Dashboard;0;21.01.2026;12.03.2026;7;4;;;;;;;;;
046B7EF4-D66D-409C-913E-266E75CA121B;Pazarlama ve Ürün Yönetimi/;/Pazarlama ve Ürün Yönetimi/Aday/İlan Başı Başvuru;İlan Başı Başvuru;Bi DEM  Bi Fiyatlandırma  Bi Pazarlama Aday  Bi Pazarlama İşveren  Bi Ürün Geliştirme  Bi Yönetim  BISecurity  BUILTIN\Administrators;Dashboard;0;22.01.2026;24.03.2026;5;4;;;;;;;;;
8992DEBF-8729-48D7-9A1A-26C55F08CE2C;Müşteri İlişkileri/;/Müşteri İlişkileri/Ilan Kontrol Raporu;Ilan Kontrol Raporu;Bi MH  BI MH Yonetim  bi Satis Gelistirme  BISecurity  BUILTIN\Administrators  cenkk  oznur.saglam;Report;0;31.12.2025;23.03.2026;73;14;;;;;;;;;
B24CBD37-F049-4808-94AF-26D517215571;Satış/;/Satış/Kullanıcı Performans/Tahimini Hedef Gerçekleştirme;Tahimini Hedef Gerçekleştirme;Bi Finans  Bi Fiyatlandırma  Bi ik  Bi Pazarlama İşveren  Bi Satış  bi Satis Gelistirme  Bi Yönetim  BISecurity  BUILTIN\Administrators;Dashboard;0;27.01.2026;26.02.2026;18;4;;;;;;;;;
ED381194-DB32-4B13-A24A-27737552104F;Müşteri İlişkileri/;/Müşteri İlişkileri/Score Card;Score Card;Bi MH  BISecurity  BUILTIN\Administrators;Report;0;NULL;NULL;1;0;;;;;;;;;
853AE850-27A6-4C75-A6E0-2933BB8A70E9;Pazarlama ve Ürün Yönetimi/;/Pazarlama ve Ürün Yönetimi/İşkolig/Sehir ve Pozisyon Bazli Maas Verileri;Sehir ve Pozisyon Bazli Maas Verileri;Bi Fiyatlandırma  Bi Pazarlama Aday  Bi Pazarlama İşveren  bi Techkariyer  Bi Ürün Geliştirme  BISecurity  BUILTIN\Administrators;Report;0;NULL;NULL;1;0;;;;;;;;;
D24A3737-CE3C-4A58-9FAC-29530AEDE43B;Pazarlama ve Ürün Yönetimi/;/Pazarlama ve Ürün Yönetimi/İşkolig/Iskolig Form Sayilari;Iskolig Form Sayilari;Bi Pazarlama Aday  bi Techkariyer  Bi Ürün Geliştirme  BISecurity  BUILTIN\Administrators;Report;0;NULL;NULL;1;0;;;;;;;;;
